task cope subject region zscore_sc
tens cope2 sub-DMAim1HC013 right_sc_mask 2.803321
tens cope2 sub-DMAim1HC013 C6_left_sc_gm_mask 2.822701
tens cope2 sub-DMAim1HC013 C6_right_sc_gm_mask 3.048464
tens cope2 sub-DMAim1HC013 C7_left_sc_gm_mask 3.609391
tens cope2 sub-DMAim1HC013 C7_right_sc_gm_mask 2.647063
tens cope2 sub-DMAim1HC013 C8_left_sc_gm_mask 2.999569
tens cope2 sub-DMAim1HC013 C8_right_sc_gm_mask 2.463594
tens cope3 sub-DMAim1HC004 left_sc_gm_mask 3.273654
tens cope3 sub-DMAim1HC004 right_sc_gm_mask 3.716422
tens cope3 sub-DMAim1HC004 left_sc_mask 3.179309
tens cope3 sub-DMAim1HC004 right_sc_mask 3.388539
tens cope3 sub-DMAim1HC004 C6_left_sc_gm_mask 3.167681
tens cope3 sub-DMAim1HC004 C6_right_sc_gm_mask 3.004538
tens cope3 sub-DMAim1HC004 C7_left_sc_gm_mask 3.760902
tens cope3 sub-DMAim1HC004 C7_right_sc_gm_mask 3.967679
tens cope3 sub-DMAim1HC004 C8_left_sc_gm_mask 2.852699
tens cope3 sub-DMAim1HC004 C8_right_sc_gm_mask 4.026463
tens cope3 sub-DMAim1HC006 left_sc_gm_mask 3.034351
tens cope3 sub-DMAim1HC006 right_sc_gm_mask 3.522189
tens cope3 sub-DMAim1HC006 left_sc_mask 3.093276
tens cope3 sub-DMAim1HC006 right_sc_mask 3.357489
tens cope3 sub-DMAim1HC006 C6_left_sc_gm_mask 3.153157
tens cope3 sub-DMAim1HC006 C6_right_sc_gm_mask 3.016897
tens cope3 sub-DMAim1HC006 C7_left_sc_gm_mask 2.921269
tens cope3 sub-DMAim1HC006 C7_right_sc_gm_mask 3.231479
tens cope3 sub-DMAim1HC006 C8_left_sc_gm_mask 2.921648
tens cope3 sub-DMAim1HC006 C8_right_sc_gm_mask 3.863984
tens cope3 sub-DMAim1HC007 left_sc_gm_mask 2.920546
tens cope3 sub-DMAim1HC007 right_sc_gm_mask 3.280354
tens cope3 sub-DMAim1HC007 left_sc_mask 2.850613
tens cope3 sub-DMAim1HC007 right_sc_mask 3.151767
tens cope3 sub-DMAim1HC007 C6_left_sc_gm_mask 2.853439
tens cope3 sub-DMAim1HC007 C6_right_sc_gm_mask 3.527215
tens cope3 sub-DMAim1HC007 C7_left_sc_gm_mask 3.142032
tens cope3 sub-DMAim1HC007 C7_right_sc_gm_mask 2.272432
tens cope3 sub-DMAim1HC007 C8_left_sc_gm_mask 2.671757
tens cope3 sub-DMAim1HC007 C8_right_sc_gm_mask 2.328388
tens cope3 sub-DMAim1HC015 left_sc_gm_mask 2.779927
tens cope3 sub-DMAim1HC015 right_sc_gm_mask 3.492848
tens cope3 sub-DMAim1HC015 left_sc_mask 2.932340
tens cope3 sub-DMAim1HC015 right_sc_mask 3.180192
tens cope3 sub-DMAim1HC015 C6_left_sc_gm_mask 3.011528
tens cope3 sub-DMAim1HC015 C6_right_sc_gm_mask 3.701157
tens cope3 sub-DMAim1HC015 C7_left_sc_gm_mask 2.207220
tens cope3 sub-DMAim1HC015 C7_right_sc_gm_mask 3.237646
tens cope3 sub-DMAim1HC015 C8_left_sc_gm_mask 2.304636
tens cope3 sub-DMAim1HC015 C8_right_sc_gm_mask 2.323935
tens cope3 sub-DMAim1HC018 left_sc_gm_mask 3.046618
tens cope3 sub-DMAim1HC018 right_sc_gm_mask 3.023175
tens cope3 sub-DMAim1HC018 left_sc_mask 3.142939
tens cope3 sub-DMAim1HC018 right_sc_mask 3.107401
tens cope3 sub-DMAim1HC018 C6_left_sc_gm_mask 3.210494
tens cope3 sub-DMAim1HC018 C6_right_sc_gm_mask 3.267855
tens cope3 sub-DMAim1HC018 C7_left_sc_gm_mask 2.774669
tens cope3 sub-DMAim1HC018 C7_right_sc_gm_mask 3.115128
tens cope3 sub-DMAim1HC018 C8_left_sc_gm_mask 3.046646
tens cope3 sub-DMAim1HC018 C8_right_sc_gm_mask 2.683249
tens cope3 sub-DMAim1HC020 left_sc_gm_mask 2.661104
tens cope3 sub-DMAim1HC020 right_sc_gm_mask 3.154661
tens cope3 sub-DMAim1HC020 left_sc_mask 2.906249
tens cope3 sub-DMAim1HC020 right_sc_mask 2.902900
tens cope3 sub-DMAim1HC020 C6_left_sc_gm_mask 2.386963
tens cope3 sub-DMAim1HC020 C6_right_sc_gm_mask 2.751682
tens cope3 sub-DMAim1HC020 C7_left_sc_gm_mask 2.486535
tens cope3 sub-DMAim1HC020 C7_right_sc_gm_mask 3.505621
tens cope3 sub-DMAim1HC020 C8_left_sc_gm_mask 2.064152
tens cope3 sub-DMAim1HC020 C8_right_sc_gm_mask 2.659946
tens cope3 sub-DMAim1HC030 left_sc_gm_mask 2.959908
tens cope3 sub-DMAim1HC030 right_sc_gm_mask 3.108787
tens cope3 sub-DMAim1HC030 left_sc_mask 2.787649
tens cope3 sub-DMAim1HC030 right_sc_mask 3.066481
tens cope3 sub-DMAim1HC030 C6_left_sc_gm_mask 2.354237
tens cope3 sub-DMAim1HC030 C6_right_sc_gm_mask 2.823318
tens cope3 sub-DMAim1HC030 C7_left_sc_gm_mask 3.067230
tens cope3 sub-DMAim1HC030 C7_right_sc_gm_mask 3.398820
tens cope3 sub-DMAim1HC030 C8_left_sc_gm_mask 3.598178
tens cope3 sub-DMAim1HC030 C8_right_sc_gm_mask 3.420230
tens cope3 sub-DMAim1HC033 left_sc_gm_mask 3.491812
tens cope3 sub-DMAim1HC033 right_sc_gm_mask 3.598923
tens cope3 sub-DMAim1HC033 left_sc_mask 3.326833
tens cope3 sub-DMAim1HC033 right_sc_mask 3.400748
tens cope3 sub-DMAim1HC033 C6_left_sc_gm_mask 3.397700
tens cope3 sub-DMAim1HC033 C6_right_sc_gm_mask 2.459825
tens cope3 sub-DMAim1HC033 C7_left_sc_gm_mask 3.171521
tens cope3 sub-DMAim1HC033 C7_right_sc_gm_mask 4.199742
tens cope3 sub-DMAim1HC033 C8_left_sc_gm_mask 3.856705
tens cope3 sub-DMAim1HC033 C8_right_sc_gm_mask 3.728970
tens cope3 sub-DMAim1HC001 left_sc_gm_mask 2.736798
tens cope3 sub-DMAim1HC001 right_sc_gm_mask 3.639554
tens cope3 sub-DMAim1HC001 left_sc_mask 3.147971
tens cope3 sub-DMAim1HC001 right_sc_mask 3.263432
tens cope3 sub-DMAim1HC001 C6_left_sc_gm_mask 3.370659
tens cope3 sub-DMAim1HC001 C6_right_sc_gm_mask 2.398380
tens cope3 sub-DMAim1HC001 C7_left_sc_gm_mask 2.587416
tens cope3 sub-DMAim1HC001 C7_right_sc_gm_mask 3.966968
tens cope3 sub-DMAim1HC001 C8_left_sc_gm_mask 2.312899
tens cope3 sub-DMAim1HC001 C8_right_sc_gm_mask 2.712908
tens cope3 sub-DMAim1HC005 left_sc_gm_mask 3.512395
tens cope3 sub-DMAim1HC005 right_sc_gm_mask 3.391541
tens cope3 sub-DMAim1HC005 left_sc_mask 3.660282
tens cope3 sub-DMAim1HC005 right_sc_mask 3.263306
tens cope3 sub-DMAim1HC005 C6_left_sc_gm_mask 3.205076
tens cope3 sub-DMAim1HC005 C6_right_sc_gm_mask 2.979083
tens cope3 sub-DMAim1HC005 C7_left_sc_gm_mask 3.273132
tens cope3 sub-DMAim1HC005 C7_right_sc_gm_mask 2.391304
tens cope3 sub-DMAim1HC005 C8_left_sc_gm_mask 3.913946
tens cope3 sub-DMAim1HC005 C8_right_sc_gm_mask 4.056776
tens cope3 sub-DMAim1HC016 left_sc_gm_mask 3.192817
tens cope3 sub-DMAim1HC016 right_sc_gm_mask 2.384459
tens cope3 sub-DMAim1HC016 left_sc_mask 3.076777
tens cope3 sub-DMAim1HC016 right_sc_mask 2.653759
tens cope3 sub-DMAim1HC016 C6_left_sc_gm_mask 2.018829
tens cope3 sub-DMAim1HC016 C6_right_sc_gm_mask 2.453594
tens cope3 sub-DMAim1HC016 C7_left_sc_gm_mask 3.247719
tens cope3 sub-DMAim1HC016 C7_right_sc_gm_mask 2.122922
tens cope3 sub-DMAim1HC016 C8_left_sc_gm_mask 3.461346
tens cope3 sub-DMAim1HC016 C8_right_sc_gm_mask 2.356860
tens cope3 sub-DMAim1HC017 left_sc_gm_mask 2.961579
tens cope3 sub-DMAim1HC017 right_sc_gm_mask 2.593050
tens cope3 sub-DMAim1HC017 left_sc_mask 2.990172
tens cope3 sub-DMAim1HC017 right_sc_mask 2.579035
tens cope3 sub-DMAim1HC017 C6_left_sc_gm_mask 2.455050
tens cope3 sub-DMAim1HC017 C6_right_sc_gm_mask 2.498086
tens cope3 sub-DMAim1HC017 C7_left_sc_gm_mask 3.478880
tens cope3 sub-DMAim1HC017 C7_right_sc_gm_mask 2.560866
tens cope3 sub-DMAim1HC017 C8_left_sc_gm_mask 2.533580
tens cope3 sub-DMAim1HC017 C8_right_sc_gm_mask 2.721320
tens cope3 sub-DMAim1HC022 left_sc_gm_mask 3.031984
tens cope3 sub-DMAim1HC022 right_sc_gm_mask 2.978489
tens cope3 sub-DMAim1HC022 left_sc_mask 3.040431
tens cope3 sub-DMAim1HC022 right_sc_mask 3.505071
tens cope3 sub-DMAim1HC022 C6_left_sc_gm_mask 2.352830
tens cope3 sub-DMAim1HC022 C6_right_sc_gm_mask 3.271147
tens cope3 sub-DMAim1HC022 C7_left_sc_gm_mask 3.195532
tens cope3 sub-DMAim1HC022 C7_right_sc_gm_mask 2.950790
tens cope3 sub-DMAim1HC022 C8_left_sc_gm_mask 3.130574
tens cope3 sub-DMAim1HC022 C8_right_sc_gm_mask 2.919745
tens cope3 sub-DMAim1HC023 left_sc_gm_mask 3.208568
tens cope3 sub-DMAim1HC023 right_sc_gm_mask 2.486525
tens cope3 sub-DMAim1HC023 left_sc_mask 3.023038
tens cope3 sub-DMAim1HC023 right_sc_mask 2.735171
tens cope3 sub-DMAim1HC023 C6_left_sc_gm_mask 2.792191
tens cope3 sub-DMAim1HC023 C6_right_sc_gm_mask 2.060053
tens cope3 sub-DMAim1HC023 C7_left_sc_gm_mask 4.123129
tens cope3 sub-DMAim1HC023 C7_right_sc_gm_mask 2.479862
tens cope3 sub-DMAim1HC023 C8_left_sc_gm_mask 2.804010
tens cope3 sub-DMAim1HC023 C8_right_sc_gm_mask 2.718218
tens cope3 sub-DMAim1HC027 left_sc_gm_mask 2.562893
tens cope3 sub-DMAim1HC027 right_sc_gm_mask 2.911430
tens cope3 sub-DMAim1HC027 left_sc_mask 2.629863
tens cope3 sub-DMAim1HC027 right_sc_mask 3.058937
tens cope3 sub-DMAim1HC027 C6_left_sc_gm_mask 2.471564
tens cope3 sub-DMAim1HC027 C6_right_sc_gm_mask 2.836911
tens cope3 sub-DMAim1HC027 C7_left_sc_gm_mask 2.485104
tens cope3 sub-DMAim1HC027 C7_right_sc_gm_mask 3.136259
tens cope3 sub-DMAim1HC027 C8_left_sc_gm_mask 0.000000
tens cope3 sub-DMAim1HC027 C8_right_sc_gm_mask 2.553350
tens cope3 sub-DMAim1HC025 left_sc_gm_mask 2.796411
tens cope3 sub-DMAim1HC025 right_sc_gm_mask 2.956218
tens cope3 sub-DMAim1HC025 left_sc_mask 2.908331
tens cope3 sub-DMAim1HC025 right_sc_mask 2.919278
tens cope3 sub-DMAim1HC025 C6_left_sc_gm_mask 1.953673
tens cope3 sub-DMAim1HC025 C6_right_sc_gm_mask 2.011879
tens cope3 sub-DMAim1HC025 C7_left_sc_gm_mask 2.847792
tens cope3 sub-DMAim1HC025 C7_right_sc_gm_mask 2.640501
tens cope3 sub-DMAim1HC025 C8_left_sc_gm_mask 3.013385
tens cope3 sub-DMAim1HC025 C8_right_sc_gm_mask 3.531495
tens cope3 sub-DMAim1HC035 left_sc_gm_mask 3.320498
tens cope3 sub-DMAim1HC035 right_sc_gm_mask 3.305878
tens cope3 sub-DMAim1HC035 left_sc_mask 3.185892
tens cope3 sub-DMAim1HC035 right_sc_mask 3.104732
tens cope3 sub-DMAim1HC035 C6_left_sc_gm_mask 3.508961
tens cope3 sub-DMAim1HC035 C6_right_sc_gm_mask 4.099529
tens cope3 sub-DMAim1HC035 C7_left_sc_gm_mask 3.530432
tens cope3 sub-DMAim1HC035 C7_right_sc_gm_mask 3.030744
tens cope3 sub-DMAim1HC035 C8_left_sc_gm_mask 3.318259
tens cope3 sub-DMAim1HC035 C8_right_sc_gm_mask 2.817203
tens cope3 sub-DMAim1HC008 left_sc_gm_mask 3.357545
tens cope3 sub-DMAim1HC008 right_sc_gm_mask 3.047379
tens cope3 sub-DMAim1HC008 left_sc_mask 3.210348
tens cope3 sub-DMAim1HC008 right_sc_mask 3.110386
tens cope3 sub-DMAim1HC008 C6_left_sc_gm_mask 3.394992
tens cope3 sub-DMAim1HC008 C6_right_sc_gm_mask 2.920433
tens cope3 sub-DMAim1HC008 C7_left_sc_gm_mask 2.808857
tens cope3 sub-DMAim1HC008 C7_right_sc_gm_mask 3.150269
tens cope3 sub-DMAim1HC008 C8_left_sc_gm_mask 2.640005
tens cope3 sub-DMAim1HC008 C8_right_sc_gm_mask 3.047517
tens cope3 sub-DMAim1HC031 left_sc_gm_mask 3.132787
tens cope3 sub-DMAim1HC031 right_sc_gm_mask 2.948584
tens cope3 sub-DMAim1HC031 left_sc_mask 2.922545
tens cope3 sub-DMAim1HC031 right_sc_mask 3.145224
tens cope3 sub-DMAim1HC031 C6_left_sc_gm_mask 2.946253
tens cope3 sub-DMAim1HC031 C6_right_sc_gm_mask 3.505760
tens cope3 sub-DMAim1HC031 C7_left_sc_gm_mask 3.311570
tens cope3 sub-DMAim1HC031 C7_right_sc_gm_mask 2.803400
tens cope3 sub-DMAim1HC031 C8_left_sc_gm_mask 2.529637
tens cope3 sub-DMAim1HC031 C8_right_sc_gm_mask 2.600384
tens cope3 sub-DMAim1HC032 left_sc_gm_mask 2.808919
tens cope3 sub-DMAim1HC032 right_sc_gm_mask 3.367435
tens cope3 sub-DMAim1HC032 left_sc_mask 3.024179
tens cope3 sub-DMAim1HC032 right_sc_mask 3.198361
tens cope3 sub-DMAim1HC032 C6_left_sc_gm_mask 2.225957
tens cope3 sub-DMAim1HC032 C6_right_sc_gm_mask 3.560257
tens cope3 sub-DMAim1HC032 C7_left_sc_gm_mask 2.619549
tens cope3 sub-DMAim1HC032 C7_right_sc_gm_mask 3.617905
tens cope3 sub-DMAim1HC032 C8_left_sc_gm_mask 2.954025
tens cope3 sub-DMAim1HC032 C8_right_sc_gm_mask 3.078347
tens cope3 sub-DMAim1HC034 left_sc_gm_mask 2.383730
tens cope3 sub-DMAim1HC034 right_sc_gm_mask 2.885878
tens cope3 sub-DMAim1HC034 left_sc_mask 2.547844
tens cope3 sub-DMAim1HC034 right_sc_mask 2.769120
tens cope3 sub-DMAim1HC034 C6_left_sc_gm_mask 2.375700
tens cope3 sub-DMAim1HC034 C6_right_sc_gm_mask 2.312739
tens cope3 sub-DMAim1HC034 C7_left_sc_gm_mask 2.321772
tens cope3 sub-DMAim1HC034 C7_right_sc_gm_mask 2.400032
tens cope3 sub-DMAim1HC034 C8_left_sc_gm_mask 2.362206
tens cope3 sub-DMAim1HC034 C8_right_sc_gm_mask 3.386319
tens cope3 sub-DMAim1HC019 left_sc_gm_mask 3.020770
tens cope3 sub-DMAim1HC019 right_sc_gm_mask 3.678983
tens cope3 sub-DMAim1HC019 left_sc_mask 3.078595
tens cope3 sub-DMAim1HC019 right_sc_mask 3.216250
tens cope3 sub-DMAim1HC019 C6_left_sc_gm_mask 3.188651
tens cope3 sub-DMAim1HC019 C6_right_sc_gm_mask 3.656691
tens cope3 sub-DMAim1HC019 C7_left_sc_gm_mask 2.465796
tens cope3 sub-DMAim1HC019 C7_right_sc_gm_mask 3.607249
tens cope3 sub-DMAim1HC019 C8_left_sc_gm_mask 3.193359
tens cope3 sub-DMAim1HC019 C8_right_sc_gm_mask 2.536520
tens cope3 sub-DMAim1HC037 left_sc_gm_mask 3.828790
tens cope3 sub-DMAim1HC037 right_sc_gm_mask 3.016284
tens cope3 sub-DMAim1HC037 left_sc_mask 3.728314
tens cope3 sub-DMAim1HC037 right_sc_mask 3.094993
tens cope3 sub-DMAim1HC037 C6_left_sc_gm_mask 4.360008
tens cope3 sub-DMAim1HC037 C6_right_sc_gm_mask 2.927782
tens cope3 sub-DMAim1HC037 C7_left_sc_gm_mask 2.678484
tens cope3 sub-DMAim1HC037 C7_right_sc_gm_mask 2.859128
tens cope3 sub-DMAim1HC037 C8_left_sc_gm_mask 4.105072
tens cope3 sub-DMAim1HC037 C8_right_sc_gm_mask 3.266165
tens cope3 sub-DMAim1HC028 left_sc_gm_mask 3.605504
tens cope3 sub-DMAim1HC028 right_sc_gm_mask 3.161352
tens cope3 sub-DMAim1HC028 left_sc_mask 3.239944
tens cope3 sub-DMAim1HC028 right_sc_mask 2.960449
tens cope3 sub-DMAim1HC028 C6_left_sc_gm_mask 3.574484
tens cope3 sub-DMAim1HC028 C6_right_sc_gm_mask 3.475338
tens cope3 sub-DMAim1HC028 C7_left_sc_gm_mask 2.544162
tens cope3 sub-DMAim1HC028 C7_right_sc_gm_mask 2.724723
tens cope3 sub-DMAim1HC028 C8_left_sc_gm_mask 4.295932
tens cope3 sub-DMAim1HC028 C8_right_sc_gm_mask 3.201513
tens cope3 sub-DMAim1HC038 left_sc_gm_mask 3.199753
tens cope3 sub-DMAim1HC038 right_sc_gm_mask 2.963999
tens cope3 sub-DMAim1HC038 left_sc_mask 3.179950
tens cope3 sub-DMAim1HC038 right_sc_mask 2.696788
tens cope3 sub-DMAim1HC038 C6_left_sc_gm_mask 2.743803
tens cope3 sub-DMAim1HC038 C6_right_sc_gm_mask 2.635645
tens cope3 sub-DMAim1HC038 C7_left_sc_gm_mask 2.460644
tens cope3 sub-DMAim1HC038 C7_right_sc_gm_mask 2.115457
tens cope3 sub-DMAim1HC038 C8_left_sc_gm_mask 3.023593
tens cope3 sub-DMAim1HC038 C8_right_sc_gm_mask 3.586662
tens cope3 sub-DMAim1HC039 left_sc_gm_mask 2.728845
tens cope3 sub-DMAim1HC039 right_sc_gm_mask 3.563162
tens cope3 sub-DMAim1HC039 left_sc_mask 2.790864
tens cope3 sub-DMAim1HC039 right_sc_mask 3.418354
tens cope3 sub-DMAim1HC039 C6_left_sc_gm_mask 2.223353
tens cope3 sub-DMAim1HC039 C6_right_sc_gm_mask 2.785916
tens cope3 sub-DMAim1HC039 C7_left_sc_gm_mask 2.697402
tens cope3 sub-DMAim1HC039 C7_right_sc_gm_mask 4.411895
tens cope3 sub-DMAim1HC039 C8_left_sc_gm_mask 3.177025
tens cope3 sub-DMAim1HC039 C8_right_sc_gm_mask 4.437709
tens cope3 sub-DMAim1HC009 left_sc_gm_mask 2.741939
tens cope3 sub-DMAim1HC009 right_sc_gm_mask 3.190735
tens cope3 sub-DMAim1HC009 left_sc_mask 2.793021
tens cope3 sub-DMAim1HC009 right_sc_mask 3.070736
tens cope3 sub-DMAim1HC009 C6_left_sc_gm_mask 2.876275
tens cope3 sub-DMAim1HC009 C6_right_sc_gm_mask 3.748170
tens cope3 sub-DMAim1HC009 C7_left_sc_gm_mask 2.539280
tens cope3 sub-DMAim1HC009 C7_right_sc_gm_mask 2.625318
tens cope3 sub-DMAim1HC009 C8_left_sc_gm_mask 2.660287
tens cope3 sub-DMAim1HC009 C8_right_sc_gm_mask 2.575604
tens cope3 sub-DMAim1HC045 left_sc_gm_mask 3.305452
tens cope3 sub-DMAim1HC045 right_sc_gm_mask 3.128823
tens cope3 sub-DMAim1HC045 left_sc_mask 3.030154
tens cope3 sub-DMAim1HC045 right_sc_mask 3.114062
tens cope3 sub-DMAim1HC045 C6_left_sc_gm_mask 2.770689
tens cope3 sub-DMAim1HC045 C6_right_sc_gm_mask 3.443592
tens cope3 sub-DMAim1HC045 C7_left_sc_gm_mask 3.614151
tens cope3 sub-DMAim1HC045 C7_right_sc_gm_mask 3.043336
tens cope3 sub-DMAim1HC045 C8_left_sc_gm_mask 2.519172
tens cope3 sub-DMAim1HC045 C8_right_sc_gm_mask 2.996876
tens cope3 sub-DMAim1HC002 left_sc_gm_mask 2.855530
tens cope3 sub-DMAim1HC002 right_sc_gm_mask 3.151608
tens cope3 sub-DMAim1HC002 left_sc_mask 2.877053
tens cope3 sub-DMAim1HC002 right_sc_mask 3.099749
tens cope3 sub-DMAim1HC002 C6_left_sc_gm_mask 2.643116
tens cope3 sub-DMAim1HC002 C6_right_sc_gm_mask 3.624243
tens cope3 sub-DMAim1HC002 C7_left_sc_gm_mask 3.197199
tens cope3 sub-DMAim1HC002 C7_right_sc_gm_mask 2.967572
tens cope3 sub-DMAim1HC002 C8_left_sc_gm_mask 2.791397
tens cope3 sub-DMAim1HC002 C8_right_sc_gm_mask 3.310092
tens cope3 sub-DMAim1HC047 left_sc_gm_mask 2.786168
tens cope3 sub-DMAim1HC047 right_sc_gm_mask 2.710485
tens cope3 sub-DMAim1HC047 left_sc_mask 2.988611
tens cope3 sub-DMAim1HC047 right_sc_mask 3.115131
tens cope3 sub-DMAim1HC047 C6_left_sc_gm_mask 2.311445
tens cope3 sub-DMAim1HC047 C6_right_sc_gm_mask 2.808116
tens cope3 sub-DMAim1HC047 C7_left_sc_gm_mask 2.676788
tens cope3 sub-DMAim1HC047 C7_right_sc_gm_mask 2.717448
tens cope3 sub-DMAim1HC047 C8_left_sc_gm_mask 3.123836
tens cope3 sub-DMAim1HC047 C8_right_sc_gm_mask 2.030587
tens cope3 sub-DMAim1HC029 left_sc_gm_mask 2.539841
tens cope3 sub-DMAim1HC029 right_sc_gm_mask 2.945934
tens cope3 sub-DMAim1HC029 left_sc_mask 2.748975
tens cope3 sub-DMAim1HC029 right_sc_mask 2.915293
tens cope3 sub-DMAim1HC029 C6_left_sc_gm_mask 2.513527
tens cope3 sub-DMAim1HC029 C6_right_sc_gm_mask 2.890483
tens cope3 sub-DMAim1HC029 C7_left_sc_gm_mask 2.290428
tens cope3 sub-DMAim1HC029 C7_right_sc_gm_mask 3.355408
tens cope3 sub-DMAim1HC029 C8_left_sc_gm_mask 2.211654
tens cope3 sub-DMAim1HC029 C8_right_sc_gm_mask 2.420424
tens cope3 sub-DMAim1HC036 left_sc_gm_mask 2.736166
tens cope3 sub-DMAim1HC036 right_sc_gm_mask 2.732805
tens cope3 sub-DMAim1HC036 left_sc_mask 2.960734
tens cope3 sub-DMAim1HC036 right_sc_mask 2.784190
tens cope3 sub-DMAim1HC036 C6_left_sc_gm_mask 3.068757
tens cope3 sub-DMAim1HC036 C6_right_sc_gm_mask 3.088183
tens cope3 sub-DMAim1HC036 C7_left_sc_gm_mask 2.534615
tens cope3 sub-DMAim1HC036 C7_right_sc_gm_mask 2.302097
tens cope3 sub-DMAim1HC036 C8_left_sc_gm_mask 2.088498
tens cope3 sub-DMAim1HC036 C8_right_sc_gm_mask 2.282647
tens cope3 sub-DMAim1HC046 left_sc_gm_mask 2.408583
tens cope3 sub-DMAim1HC046 right_sc_gm_mask 2.971314
tens cope3 sub-DMAim1HC046 left_sc_mask 2.802509
tens cope3 sub-DMAim1HC046 right_sc_mask 2.916123
tens cope3 sub-DMAim1HC046 C6_left_sc_gm_mask 2.229491
tens cope3 sub-DMAim1HC046 C6_right_sc_gm_mask 2.930453
tens cope3 sub-DMAim1HC046 C7_left_sc_gm_mask 2.195451
tens cope3 sub-DMAim1HC046 C7_right_sc_gm_mask 2.126825
tens cope3 sub-DMAim1HC046 C8_left_sc_gm_mask 2.814514
tens cope3 sub-DMAim1HC046 C8_right_sc_gm_mask 2.402302
tens cope3 sub-DMAim1HC042 left_sc_gm_mask 3.060944
tens cope3 sub-DMAim1HC042 right_sc_gm_mask 2.987611
tens cope3 sub-DMAim1HC042 left_sc_mask 2.881604
tens cope3 sub-DMAim1HC042 right_sc_mask 2.956463
tens cope3 sub-DMAim1HC042 C6_left_sc_gm_mask 2.996580
tens cope3 sub-DMAim1HC042 C6_right_sc_gm_mask 2.911807
tens cope3 sub-DMAim1HC042 C7_left_sc_gm_mask 3.390311
tens cope3 sub-DMAim1HC042 C7_right_sc_gm_mask 2.994150
tens cope3 sub-DMAim1HC042 C8_left_sc_gm_mask 2.263350
tens cope3 sub-DMAim1HC042 C8_right_sc_gm_mask 3.103271
tens cope3 sub-DMAim1HC003 left_sc_gm_mask 3.091297
tens cope3 sub-DMAim1HC003 right_sc_gm_mask 2.974345
tens cope3 sub-DMAim1HC003 left_sc_mask 3.114633
tens cope3 sub-DMAim1HC003 right_sc_mask 2.750176
tens cope3 sub-DMAim1HC003 C6_left_sc_gm_mask 2.917521
tens cope3 sub-DMAim1HC003 C6_right_sc_gm_mask 3.100990
tens cope3 sub-DMAim1HC003 C7_left_sc_gm_mask 3.388188
tens cope3 sub-DMAim1HC003 C7_right_sc_gm_mask 1.782880
tens cope3 sub-DMAim1HC003 C8_left_sc_gm_mask 3.006181
tens cope3 sub-DMAim1HC003 C8_right_sc_gm_mask 1.804079
tens cope3 sub-DMAim1HC053 left_sc_gm_mask 2.668616
tens cope3 sub-DMAim1HC053 right_sc_gm_mask 3.504571
tens cope3 sub-DMAim1HC053 left_sc_mask 2.825367
tens cope3 sub-DMAim1HC053 right_sc_mask 3.201455
tens cope3 sub-DMAim1HC053 C6_left_sc_gm_mask 2.718825
tens cope3 sub-DMAim1HC053 C6_right_sc_gm_mask 3.577087
tens cope3 sub-DMAim1HC053 C7_left_sc_gm_mask 2.420050
tens cope3 sub-DMAim1HC053 C7_right_sc_gm_mask 3.054995
tens cope3 sub-DMAim1HC053 C8_left_sc_gm_mask 2.044078
tens cope3 sub-DMAim1HC053 C8_right_sc_gm_mask 0.000000
tens cope3 sub-DMAim1HC052 left_sc_gm_mask 3.115706
tens cope3 sub-DMAim1HC052 right_sc_gm_mask 3.185409
tens cope3 sub-DMAim1HC052 left_sc_mask 2.998582
tens cope3 sub-DMAim1HC052 right_sc_mask 2.857128
tens cope3 sub-DMAim1HC052 C6_left_sc_gm_mask 3.189855
tens cope3 sub-DMAim1HC052 C6_right_sc_gm_mask 2.956767
tens cope3 sub-DMAim1HC052 C7_left_sc_gm_mask 2.662995
tens cope3 sub-DMAim1HC052 C7_right_sc_gm_mask 3.413068
tens cope3 sub-DMAim1HC052 C8_left_sc_gm_mask 3.379421
tens cope3 sub-DMAim1HC052 C8_right_sc_gm_mask 3.128404
tens cope3 sub-DMAim1HC051 left_sc_gm_mask 2.976052
tens cope3 sub-DMAim1HC051 right_sc_gm_mask 2.856448
tens cope3 sub-DMAim1HC051 left_sc_mask 3.009681
tens cope3 sub-DMAim1HC051 right_sc_mask 3.011637
tens cope3 sub-DMAim1HC051 C6_left_sc_gm_mask 2.846769
tens cope3 sub-DMAim1HC051 C6_right_sc_gm_mask 2.934721
tens cope3 sub-DMAim1HC051 C7_left_sc_gm_mask 2.752800
tens cope3 sub-DMAim1HC051 C7_right_sc_gm_mask 2.716497
tens cope3 sub-DMAim1HC051 C8_left_sc_gm_mask 2.338016
tens cope3 sub-DMAim1HC051 C8_right_sc_gm_mask 2.835236
tens cope3 sub-DMAim1HC054 left_sc_gm_mask 2.769896
tens cope3 sub-DMAim1HC054 right_sc_gm_mask 3.403869
tens cope3 sub-DMAim1HC054 left_sc_mask 2.850386
tens cope3 sub-DMAim1HC054 right_sc_mask 3.077399
tens cope3 sub-DMAim1HC054 C6_left_sc_gm_mask 2.760356
tens cope3 sub-DMAim1HC054 C6_right_sc_gm_mask 3.282917
tens cope3 sub-DMAim1HC054 C7_left_sc_gm_mask 2.642220
tens cope3 sub-DMAim1HC054 C7_right_sc_gm_mask 3.834445
tens cope3 sub-DMAim1HC054 C8_left_sc_gm_mask 2.674748
tens cope3 sub-DMAim1HC054 C8_right_sc_gm_mask 2.205578
