task cope subject region zscore_sc
tens cope4 sub-DMAim1HC054 C7_right_sc_gm_mask 2.391183
tens cope4 sub-DMAim1HC054 C8_left_sc_gm_mask 2.920325
tens cope4 sub-DMAim1HC054 C8_right_sc_gm_mask 3.392194
tens cope4 sub-DMAim1HC013 left_sc_gm_mask 3.474165
tens cope4 sub-DMAim1HC013 right_sc_gm_mask 3.535127
tens cope4 sub-DMAim1HC013 left_sc_mask 3.410746
tens cope4 sub-DMAim1HC013 right_sc_mask 3.399312
tens cope4 sub-DMAim1HC013 C6_left_sc_gm_mask 2.846211
tens cope4 sub-DMAim1HC013 C6_right_sc_gm_mask 3.659759
tens cope4 sub-DMAim1HC013 C7_left_sc_gm_mask 2.937667
tens cope4 sub-DMAim1HC013 C7_right_sc_gm_mask 3.590098
tens cope4 sub-DMAim1HC013 C8_left_sc_gm_mask 4.559149
tens cope4 sub-DMAim1HC013 C8_right_sc_gm_mask 2.223088
